静息,正,中,负,
20250508,10:37:14,-0.7,,
20250508,10:37:15,-1.9,,
20250508,10:37:15,-3.2,,
20250508,10:37:15,-4.2,,
20250508,10:37:16,-4.9,,
20250508,10:37:16,-5.1,,
20250508,10:37:16,-5.3,,
20250508,10:37:16,-5.6,,
20250508,10:37:17,-5.9,,
20250508,10:37:17,-6.2,,
20250508,10:37:17,-6.7,,
20250508,10:37:17,-7.2,,
20250508,10:37:18,-7.7,,
20250508,10:37:18,-8.3,,
20250508,10:37:18,-8.7,,
20250508,10:37:19,-9.4,,
20250508,10:37:19,-9.7,,
20250508,10:37:19,-10.2,,
20250508,10:37:19,-10.5,,
20250508,10:37:20,-10.8,,
20250508,10:37:20,-11.1,,
20250508,10:37:20,-11.2,,
20250508,10:37:21,-11.5,,
20250508,10:37:21,-11.7,,
20250508,10:37:21,-11.9,,
20250508,10:37:21,-12,,
20250508,10:37:22,-12.1,,
20250508,10:37:22,-12.3,,
20250508,10:37:22,-12.4,,
20250508,10:37:22,-12.5,,
20250508,10:37:23,-12.6,,
20250508,10:37:23,-12.7,,
20250508,10:37:23,-12.8,,
20250508,10:37:24,-12.8,,
20250508,10:37:24,-12.8,,
20250508,10:37:24,-13,,
20250508,10:37:24,-13.2,,
20250508,10:37:25,-13.4,,
20250508,10:37:25,-13.5,,
20250508,10:37:25,-13.6,,
20250508,10:37:25,-13.7,,
20250508,10:37:26,-13.8,,
20250508,10:37:26,-13.8,,
20250508,10:37:26,-13.9,,
20250508,10:37:27,-13.9,,
20250508,10:37:27,-14.1,,
20250508,10:37:27,-14,,
20250508,10:37:27,-14,,
20250508,10:37:28,-14.1,,
20250508,10:37:28,-14.1,,
20250508,10:37:28,-14.1,,
20250508,10:37:29,-14.1,,
20250508,10:37:29,-14.1,,
20250508,10:37:29,-14,,
20250508,10:37:29,-14,,
20250508,10:37:30,-14,,
20250508,10:37:30,-13.9,,
20250508,10:37:30,-14,,
20250508,10:37:30,-13.8,,
20250508,10:37:31,-13.8,,
20250508,10:37:31,-13.7,,
20250508,10:37:31,-13.7,,
20250508,10:37:32,-13.6,,
20250508,10:37:32,-13.6,,
20250508,10:37:32,-13.6,,
20250508,10:37:32,-13.5,,
20250508,10:37:33,-13.5,,
20250508,10:37:33,-13.5,,
20250508,10:37:33,-13.4,,
20250508,10:37:34,-13.4,,
20250508,10:37:34,-13.3,,
20250508,10:37:34,-13.2,,
20250508,10:37:34,-13.2,,
20250508,10:37:35,-13.1,,
20250508,10:37:35,-13.1,,
20250508,10:37:35,-13.1,,
20250508,10:37:35,-13,,
20250508,10:37:36,-12.8,,
20250508,10:37:36,-12.8,,
20250508,10:37:36,-12.9,,
20250508,10:37:37,-12.9,,
20250508,10:37:37,-13.1,,
20250508,10:37:37,-13.3,,
20250508,10:37:37,-13.7,,
20250508,10:37:38,-14.4,,
20250508,10:37:38,-15.3,,
20250508,10:37:38,-15.9,,
20250508,10:37:39,-15.8,,
20250508,10:37:39,-14.5,,
20250508,10:37:39,-12.5,,
20250508,10:37:39,-10.1,,
20250508,10:37:40,-7.9,,
20250508,10:37:40,-6.3,,
20250508,10:37:40,-4.9,,
20250508,10:37:40,-3.3,,
20250508,10:37:41,-1.4,,
20250508,10:37:41,0.5,,
20250508,10:37:41,1.9,,
20250508,10:37:42,3,,
20250508,10:37:42,4,,
20250508,10:37:42,4.8,,
20250508,10:37:42,5.3,,
20250508,10:37:43,5.2,,
20250508,10:37:43,4.7,,
20250508,10:37:43,4.3,,
20250508,10:37:43,3.7,,
20250508,10:37:44,3.7,,
20250508,10:37:44,3.7,,
20250508,10:37:44,3.6,,
20250508,10:37:45,3.3,,
20250508,10:37:45,2.6,,
20250508,10:37:45,1.9,,
20250508,10:37:45,1,,
20250508,10:37:46,0,,
20250508,10:37:46,-1.1,,
20250508,10:37:46,-2,,
20250508,10:37:46,-2.9,,
20250508,10:37:47,-3.8,,
20250508,10:37:47,-4.5,,
20250508,10:37:47,-5.1,,
20250508,10:37:48,-5.7,,
20250508,10:37:48,-6.2,,
20250508,10:37:48,-7,,
20250508,10:37:48,-7.2,,
20250508,10:37:49,-6.4,,
20250508,10:37:49,-4.8,,
20250508,10:37:49,-3,,
20250508,10:37:50,-1.6,,
20250508,10:37:50,-0.7,,
20250508,10:37:50,-0.3,,
20250508,10:37:50,-0.5,,
20250508,10:37:51,-0.8,,
20250508,10:37:51,-1.2,,
20250508,10:37:51,-1.7,,
20250508,10:37:51,-2.3,,
20250508,10:37:52,-3,,
20250508,10:37:52,-3.5,,
20250508,10:37:52,-4.3,,
20250508,10:37:53,-4.9,,
20250508,10:37:53,-5.3,,
20250508,10:37:53,-5.9,,
20250508,10:37:53,-6.3,,
20250508,10:37:54,-6.8,,
20250508,10:37:54,-7.2,,
20250508,10:37:54,-7.6,,
20250508,10:37:54,-8.1,,
20250508,10:37:55,-8.4,,
20250508,10:37:55,-8.6,,
20250508,10:37:55,-9,,
20250508,10:37:56,-9.3,,
20250508,10:37:56,-9.2,,
20250508,10:37:56,-8.2,,
20250508,10:37:56,-6.3,,
20250508,10:37:57,-4.4,,
20250508,10:37:57,-3.3,,
20250508,10:37:57,-2.7,,
20250508,10:37:58,-2.6,,
20250508,10:37:58,-2.5,,
20250508,10:37:58,-2.5,,
20250508,10:37:58,-2.5,,
20250508,10:37:59,-2.8,,
20250508,10:37:59,-2.6,,
20250508,10:37:59,-2.6,,
20250508,10:37:59,-2.4,,
20250508,10:38:00,-2.3,,
20250508,10:38:00,-2.1,,
20250508,10:38:00,-2.2,,
20250508,10:38:01,-2.3,,
20250508,10:38:01,-2.7,,
20250508,10:38:01,-3,,
20250508,10:38:01,-3.4,,
20250508,10:38:02,-3.7,,
20250508,10:38:02,-4.2,,
20250508,10:38:02,-4.4,,
20250508,10:38:02,-4.7,,
20250508,10:38:03,-4.9,,
20250508,10:38:03,-5,,
20250508,10:38:03,-5.1,,
20250508,10:38:04,-4.9,,
20250508,10:38:04,-5,,
20250508,10:38:04,-5.1,,
20250508,10:38:04,-5,,
20250508,10:38:05,-4.6,,
20250508,10:38:05,-4.3,,
20250508,10:38:05,-4,,
20250508,10:38:06,-3.8,,
20250508,10:38:06,-3.8,,
20250508,10:38:06,-4,,
20250508,10:38:06,-4.3,,
20250508,10:38:07,-4.5,,
20250508,10:38:07,-4.7,,
20250508,10:38:07,-4.3,,
20250508,10:38:07,-3.8,,
20250508,10:38:08,-3.3,,
20250508,10:38:08,-3.2,,
20250508,10:38:08,-3.3,,
20250508,10:38:09,-3.5,,
20250508,10:38:09,-4,,
20250508,10:38:09,-4.5,,
20250508,10:38:09,-5.1,,
20250508,10:38:10,-5.7,,
20250508,10:38:10,-6,,
20250508,10:38:10,-6.1,,
20250508,10:38:10,-6.3,,
20250508,10:38:11,-6.3,,
20250508,10:38:11,-6.5,,
20250508,10:38:11,-6.6,,
20250508,10:38:12,-6.8,,
20250508,10:38:12,-7,,
20250508,10:38:12,-7.2,,
20250508,10:38:12,-7.5,,
20250508,10:38:13,-7.7,,
20250508,10:38:13,-7.8,,
20250508,10:38:13,-7.8,,
20250508,10:38:13,-7.9,,
20250508,10:38:14,-7.9,,
20250508,10:38:14,-7.9,,
20250508,10:38:14,-8,,
20250508,10:38:15,-8,,
20250508,10:38:15,-8.2,,
20250508,10:38:15,-8.2,,
20250508,10:38:15,-8.3,,
20250508,10:38:16,-8.4,,
20250508,10:38:16,-8.5,,
20250508,10:38:16,-8.6,,
20250508,10:38:17,-8.6,,
20250508,10:38:17,-8.7,,
20250508,10:38:17,-8.7,,
20250508,10:38:17,-8.9,,
20250508,10:38:18,-9,,
20250508,10:38:18,-9.2,,
20250508,10:38:18,-9.4,,
20250508,10:38:18,-9.6,,
20250508,10:38:19,-9.7,,
20250508,10:38:19,-9.8,,
20250508,10:38:19,-9.7,,
20250508,10:38:20,-9.6,,
20250508,10:38:20,-9.7,,
20250508,10:38:20,-9.8,,
20250508,10:38:20,-9.7,,
20250508,10:38:21,-9.7,,
20250508,10:38:21,-9.9,,
20250508,10:38:21,-10.1,,
20250508,10:38:21,-10.1,,
20250508,10:38:22,-9.9,,
20250508,10:38:22,-9.9,,
20250508,10:38:22,-9.9,,
20250508,10:38:23,-9.8,,
20250508,10:38:23,-9.8,,
20250508,10:38:23,-9.8,,
20250508,10:38:23,-9.9,,
20250508,10:38:24,-10,,
20250508,10:38:24,-10.1,,
20250508,10:38:24,-10.3,,
20250508,10:38:25,-10.4,,
20250508,10:38:25,-10.7,,
20250508,10:38:25,-11.1,,
20250508,10:38:25,-11.5,,
20250508,10:38:26,-11.5,,
20250508,10:38:26,-11,,
20250508,10:38:26,-10.2,,
20250508,10:38:26,-9.3,,
20250508,10:38:27,-7.9,,
20250508,10:38:27,-5.9,,
20250508,10:38:27,-3.6,,
20250508,10:38:28,-1.8,,
20250508,10:38:28,-0.5,,
20250508,10:38:28,0,,
20250508,10:38:28,-0.2,,
20250508,10:38:29,-0.8,,
20250508,10:38:29,-1.7,,
20250508,10:38:29,-3,,
20250508,10:38:30,-4.3,,
20250508,10:38:30,-5.3,,
20250508,10:38:30,-6.4,,
20250508,10:38:30,-7.4,,
20250508,10:38:31,-8.2,,
20250508,10:38:31,-9,,
20250508,10:38:31,-9.7,,
20250508,10:38:31,-10.3,,
20250508,10:38:32,-10.7,,
20250508,10:38:32,-11.1,,
20250508,10:38:32,-11.3,,
20250508,10:38:33,-11.4,,
20250508,10:38:33,-11.6,,
20250508,10:38:33,-11.7,,
20250508,10:38:33,-11.9,,
20250508,10:38:34,-12,,
20250508,10:38:34,-12,,
20250508,10:38:34,-12.1,,
20250508,10:38:34,-12.3,,
20250508,10:38:35,-12.4,,
20250508,10:38:35,-12.4,,
20250508,10:38:35,-12.4,,
20250508,10:38:36,-12.4,,
20250508,10:38:36,-12.2,,
20250508,10:38:36,-11.9,,
20250508,10:38:36,-11.5,,
20250508,10:38:37,-11.1,,
20250508,10:38:37,-10.8,,
20250508,10:38:37,-10.3,,
20250508,10:38:38,-10.2,,
20250508,10:38:38,-10.1,,
20250508,10:38:38,-9.8,,
20250508,10:38:38,-9.5,,
20250508,10:38:39,-9.4,,
20250508,10:38:39,-9.3,,
20250508,10:38:39,-9.3,,
20250508,10:38:39,-9.4,,
20250508,10:38:40,-9.6,,
20250508,10:38:40,-9.5,,
20250508,10:38:40,-9.5,,
20250508,10:38:41,-9.5,,
20250508,10:38:41,-9.8,,
20250508,10:38:41,-10.2,,
20250508,10:38:41,-10.6,,
20250508,10:38:42,-11,,
20250508,10:38:42,-11,,
20250508,10:38:42,-10.6,,
20250508,10:38:42,-10.2,,
20250508,10:38:43,-9.8,,
20250508,10:38:43,-9.5,,
20250508,10:38:43,-9.4,,
20250508,10:38:44,-9.4,,
20250508,10:38:44,-9.5,,
20250508,10:38:44,-9.6,,
20250508,10:38:44,-9.8,,
20250508,10:38:45,-9.9,,
20250508,10:38:45,-10.1,,
20250508,10:38:45,-10.3,,
20250508,10:38:46,-10.4,,
20250508,10:38:46,-10.6,,
20250508,10:38:46,-10.6,,
20250508,10:38:46,-10.8,,
20250508,10:38:47,-10.9,,
20250508,10:38:47,-11,,
20250508,10:38:47,-11,,
20250508,10:38:47,-11.1,,
20250508,10:38:48,-11.2,,
20250508,10:38:48,-11.4,,
20250508,10:38:48,-11.4,,
20250508,10:38:49,-11.4,,
20250508,10:38:49,-11.7,,
20250508,10:38:49,-11.9,,
20250508,10:38:49,-11.8,,
20250508,10:38:50,-11.7,,
20250508,10:38:50,-11.9,,
20250508,10:38:50,-12.1,,
20250508,10:38:51,-12.8,,
20250508,10:38:51,-13.7,,
20250508,10:38:51,-14.3,,
20250508,10:38:51,-14.2,,
20250508,10:38:52,-13.9,,
20250508,10:38:52,-13.7,,
20250508,10:38:52,-13.1,,
20250508,10:38:52,-12.5,,
20250508,10:38:53,-11.4,,
20250508,10:38:53,-10.8,,
20250508,10:38:53,-10.3,,
20250508,10:38:54,-9.7,,
20250508,10:38:54,-9.5,,
20250508,10:38:54,-9.3,,
20250508,10:38:54,-9.5,,
20250508,10:38:55,-9.9,,
20250508,10:38:55,-10.3,,
20250508,10:38:55,-10.8,,
20250508,10:38:56,-11.2,,
20250508,10:38:56,-11.9,,
20250508,10:38:56,-12.5,,
20250508,10:38:56,-12.9,,
20250508,10:38:57,-13.2,,
20250508,10:38:57,-13.3,,
20250508,10:38:57,-13.6,,
20250508,10:38:57,-13.5,,
20250508,10:38:58,-13.1,,
20250508,10:38:58,-12.8,,
20250508,10:38:58,-12.7,,
20250508,10:38:59,-12.7,,
20250508,10:38:59,-12.6,,
20250508,10:38:59,-12.8,,
20250508,10:38:59,-12.8,,
20250508,10:39:00,-13,,
20250508,10:39:00,-13.2,,
20250508,10:39:00,-13.5,,
20250508,10:39:00,-13.8,,
20250508,10:39:01,-14.1,,
20250508,10:39:01,-14.3,,
20250508,10:39:01,-14.2,,
20250508,10:39:02,-14.4,,
20250508,10:39:02,-14.4,,
20250508,10:39:02,-14.5,,
20250508,10:39:02,-14.5,,
20250508,10:39:03,-14.5,,
20250508,10:39:03,-14.5,,
20250508,10:39:03,-14.5,,
20250508,10:39:04,-14.6,,
20250508,10:39:04,-14.8,,
20250508,10:39:04,-15,,
20250508,10:39:04,-15.1,,
20250508,10:39:05,-15.2,,
20250508,10:39:05,-15.2,,
20250508,10:39:05,-15.1,,
20250508,10:39:05,-15.1,,
20250508,10:39:06,-15,,
20250508,10:39:06,-14.8,,
20250508,10:39:06,-14.8,,
20250508,10:39:07,-14.7,,
20250508,10:39:07,-14.7,,
20250508,10:39:07,-14.8,,
20250508,10:39:07,-14.9,,
20250508,10:39:08,-15,,
20250508,10:39:08,-14.8,,
20250508,10:39:08,-14.8,,
20250508,10:39:09,-14.8,,
20250508,10:39:09,-14.7,,
20250508,10:39:09,-14.6,,
20250508,10:39:09,-14.7,,
20250508,10:39:10,-14.7,,
20250508,10:39:10,-14.6,,
20250508,10:39:10,-14.6,,
20250508,10:39:10,-14.7,,
20250508,10:39:11,-14.8,,
20250508,10:39:11,-15,,
20250508,10:39:11,-15.1,,
20250508,10:39:12,-14.9,,
20250508,10:39:12,-14.9,,
20250508,10:39:12,-14.6,,
20250508,10:39:12,-14.4,,
20250508,10:39:13,-14.4,,
20250508,10:39:13,-14.3,,
20250508,10:39:13,-14.1,,
20250508,10:39:13,-14.1,,
20250508,10:39:14,-14,,
20250508,10:39:14,-14.1,,
20250508,10:39:14,-14,,
20250508,10:39:15,-13.9,,
20250508,10:39:15,-13.8,,
20250508,10:39:15,-14,,
20250508,10:39:15,-14,,
20250508,10:39:16,-14.2,,
20250508,10:39:16,-14.3,,
20250508,10:39:16,-14.5,,
20250508,10:39:17,-14.6,,
20250508,10:39:17,-14.2,,
20250508,10:39:17,-14.3,,
20250508,10:39:17,-14.4,,
20250508,10:39:18,-14.4,,
20250508,10:39:18,-14.3,,
20250508,10:39:18,-14.1,,
20250508,10:39:18,-14.1,,
20250508,10:39:19,-14.5,,
20250508,10:39:19,-15,,
20250508,10:39:19,-15.5,,
20250508,10:39:20,-16.3,,
20250508,10:39:20,-16.8,,
20250508,10:39:20,-16.5,,
20250508,10:39:20,-15.6,,
20250508,10:39:21,-14.5,,
20250508,10:39:21,-13.7,,
20250508,10:39:21,-13.1,,
20250508,10:39:22,-12.5,,
20250508,10:39:22,-11.8,,
20250508,10:39:22,-11.2,,
20250508,10:39:22,-10.9,,
20250508,10:39:23,-10.9,,
20250508,10:39:23,-11.2,,
20250508,10:39:23,-11.9,,
20250508,10:39:23,-12.6,,
20250508,10:39:24,-13.3,,
20250508,10:39:24,-14,,
20250508,10:39:24,-14.5,,
20250508,10:39:25,-15.1,,
20250508,10:39:25,-15.5,,
20250508,10:39:25,-15.7,,
20250508,10:39:25,-15.4,,
20250508,10:39:26,-14.7,,
20250508,10:39:26,-13.7,,
20250508,10:39:26,-12.8,,
20250508,10:39:27,-12,,
20250508,10:39:27,-11.5,,
20250508,10:39:27,-11.4,,
20250508,10:39:27,-11.5,,
20250508,10:39:28,-11.5,,
20250508,10:39:28,-11.7,,
20250508,10:39:28,-11.9,,
20250508,10:39:28,-12.2,,
20250508,10:39:29,-12.4,,
20250508,10:39:29,-12.8,,
20250508,10:39:29,-13,,
20250508,10:39:30,-13.3,,
20250508,10:39:30,-13.6,,
20250508,10:39:30,-14,,
20250508,10:39:30,-14.4,,
20250508,10:39:31,-14.6,,
20250508,10:39:31,-14.4,,
20250508,10:39:31,-14.7,,
20250508,10:39:31,-15,,
20250508,10:39:32,-15,,
20250508,10:39:32,-14.8,,
20250508,10:39:32,-14.7,,
20250508,10:39:33,-14.5,,
20250508,10:39:33,-14.5,,
20250508,10:39:33,-14.2,,
20250508,10:39:33,-13.5,,
20250508,10:39:34,-12.6,,
20250508,10:39:34,-11.6,,
20250508,10:39:34,-10.4,,
20250508,10:39:35,-9.5,,
20250508,10:39:35,-9.1,,
20250508,10:39:35,-8.7,,
20250508,10:39:35,-9,,
20250508,10:39:36,-9.3,,
20250508,10:39:36,-9.9,,
20250508,10:39:36,-10.6,,
20250508,10:39:36,-11.1,,
20250508,10:39:37,-11.7,,
20250508,10:39:37,-12.7,,
20250508,10:39:37,-13.6,,
20250508,10:39:38,-13.8,,
20250508,10:39:38,-13.7,,
20250508,10:39:38,-13,,
20250508,10:39:38,-12.6,,
20250508,10:39:39,-12.5,,
20250508,10:39:39,-12.4,,
20250508,10:39:39,-12.3,,
20250508,10:39:40,-12.4,,
20250508,10:39:40,-12.5,,
20250508,10:39:40,-12.8,,
20250508,10:39:40,-13,,
20250508,10:39:41,-13.1,,
20250508,10:39:41,-13.4,,
20250508,10:39:41,-13.7,,
20250508,10:39:41,-14,,
20250508,10:39:42,-14.2,,
20250508,10:39:42,-14.6,,
20250508,10:39:42,-15,,
20250508,10:39:43,-14.6,,
20250508,10:39:43,-13.7,,
20250508,10:39:43,-12.8,,
20250508,10:39:43,-12,,
20250508,10:39:44,-11.3,,
20250508,10:39:44,-11,,
20250508,10:39:44,-10.9,,
20250508,10:39:44,-11,,
20250508,10:39:45,-11.2,,
20250508,10:39:45,-11.6,,
20250508,10:39:45,-12,,
20250508,10:39:46,-12.2,,
20250508,10:39:46,-12.6,,
20250508,10:39:46,-12.8,,
20250508,10:39:46,-12.9,,
20250508,10:39:47,-13.1,,
20250508,10:39:47,-13.5,,
20250508,10:39:47,-13.7,,
20250508,10:39:48,-13.8,,
20250508,10:39:48,-14,,
20250508,10:39:48,-14.1,,
20250508,10:39:48,-14.1,,
20250508,10:39:49,-14.4,,
20250508,10:39:49,-14.5,,
20250508,10:39:49,-14.7,,
20250508,10:39:49,-14.9,,
20250508,10:39:50,-14.8,,
20250508,10:39:50,-14.5,,
20250508,10:39:50,-14.7,,
20250508,10:39:51,-14.9,,
20250508,10:39:51,-15.1,,
20250508,10:39:51,-15.2,,
20250508,10:39:51,-15.3,,
20250508,10:39:52,-15.4,,
20250508,10:39:52,-15.9,,
20250508,10:39:52,-16.3,,
20250508,10:39:53,-16.4,,
20250508,10:39:53,-15.9,,
20250508,10:39:53,-14.8,,
20250508,10:39:53,-13.8,,
20250508,10:39:54,-12.7,,
20250508,10:39:54,-11.9,,
20250508,10:39:54,-11.3,,
20250508,10:39:54,-11.1,,
20250508,10:39:55,-11.1,,
20250508,10:39:55,-11.3,,
20250508,10:39:55,-11.6,,
20250508,10:39:56,-11.9,,
20250508,10:39:56,-12.3,,
20250508,10:39:56,-12.6,,
20250508,10:39:56,-13,,
20250508,10:39:57,-13.3,,
20250508,10:39:57,-13.7,,
20250508,10:39:57,-14.1,,
20250508,10:39:57,-14.4,,
20250508,10:39:58,-14.5,,
20250508,10:39:58,-14.9,,
20250508,10:39:58,-15.1,,
20250508,10:39:59,-15.2,,
20250508,10:39:59,-15.3,,
20250508,10:39:59,-15.4,,
20250508,10:39:59,-15.5,,
20250508,10:40:00,-15.5,,
20250508,10:40:00,-15.7,,
20250508,10:40:00,-15.8,,
20250508,10:40:01,-16.1,,
20250508,10:40:01,-16.2,,
20250508,10:40:01,-16.3,,
20250508,10:40:01,-16.2,,
20250508,10:40:02,-16.2,,
20250508,10:40:02,-16.2,,
